                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.0197,                 1.8249,                 1.1883,                0.01333,                      1,                0.54112,                0.31447,                 1.2245,                 3.1817,                 1.7737,             0.00093343,             0.00093343,             0.00093343
                     26,                 1.1277,                 1.9431,                 1.3381,                0.01333,                      1,                0.54112,                0.31447,                 1.2245,                 3.1817,                 1.7737,             0.00096951,             0.00096951,             0.00096951
                     27,                 1.0402,                 2.3865,                 1.3115,                0.01333,                      1,                0.54112,                0.31447,                 1.2245,                 3.1817,                 1.7737,              0.0010054,              0.0010054,              0.0010054
                     28,                 1.0791,                 1.7007,                 1.1979,                0.01333,                      1,                0.76395,                0.41437,                 1.1426,                 3.0735,                 1.7369,              0.0010412,              0.0010412,              0.0010412
                     29,                 1.0173,                 2.3981,                 1.2894,                0.01333,                      1,                0.76395,                0.41437,                 1.1426,                 3.0735,                 1.7369,              0.0010768,              0.0010768,              0.0010768
                     30,                0.91788,                 2.5905,                 1.2175,                0.01278,                0.95833,                0.45106,                0.19822,                 1.4559,                 3.3045,                 1.8145,              0.0011122,              0.0011122,              0.0011122
                     31,                 1.0384,                 2.0873,                 1.2758,                0.01278,                0.95833,                0.45106,                0.19822,                 1.4559,                 3.3045,                 1.8145,              0.0011475,              0.0011475,              0.0011475
                     32,                 1.1223,                 2.5178,                 1.3654,                0.01278,                0.95833,                0.45106,                0.19822,                 1.4559,                 3.3045,                 1.8145,              0.0011827,              0.0011827,              0.0011827
                     33,                0.99251,                 2.3021,                 1.2496,                0.01333,                      1,                0.62745,                 0.3311,                 1.3029,                  3.158,                 1.7542,              0.0012176,              0.0012176,              0.0012176
                     34,                 1.0833,                   2.48,                 1.3873,                0.01333,                      1,                0.62745,                 0.3311,                 1.3029,                  3.158,                 1.7542,              0.0012524,              0.0012524,              0.0012524
                     35,                0.95225,                 2.0086,                  1.289,                0.01333,                      1,                0.62745,                 0.3311,                 1.3029,                  3.158,                 1.7542,              0.0012871,              0.0012871,              0.0012871
                     36,                0.95263,                 1.8997,                  1.247,                0.01333,                      1,                 0.6923,                0.41101,                 1.1951,                 3.0247,                   1.67,              0.0013216,              0.0013216,              0.0013216
                     37,                0.94656,                 1.7032,                 1.1248,                0.01333,                      1,                 0.6923,                0.41101,                 1.1951,                 3.0247,                   1.67,              0.0013559,              0.0013559,              0.0013559
                     38,                  1.048,                 1.9925,                 1.3115,                0.01333,                      1,                 0.6923,                0.41101,                 1.1951,                 3.0247,                   1.67,              0.0013901,              0.0013901,              0.0013901
                     39,                0.93623,                 2.4514,                 1.4219,                      1,                0.19121,                0.70756,                0.38892,                 1.3483,                 3.0065,                 1.9261,              0.0014241,              0.0014241,              0.0014241
                     40,                0.98868,                 1.8844,                 1.2185,                      1,                0.19121,                0.70756,                0.38892,                 1.3483,                 3.0065,                 1.9261,               0.001458,               0.001458,               0.001458
                     41,                0.91855,                 1.9269,                 1.2167,                      1,                0.19121,                0.70756,                0.38892,                 1.3483,                 3.0065,                 1.9261,              0.0014917,              0.0014917,              0.0014917
                     42,                 1.0037,                 2.0937,                 1.3729,                0.01333,                      1,                0.32254,                0.20092,                 1.5088,                 3.1886,                  2.026,              0.0015252,              0.0015252,              0.0015252
                     43,                  1.066,                 1.9166,                 1.2383,                0.01333,                      1,                0.32254,                0.20092,                 1.5088,                 3.1886,                  2.026,              0.0015586,              0.0015586,              0.0015586
                     44,                0.98318,                 1.8273,                  1.104,                0.01333,                      1,                0.32254,                0.20092,                 1.5088,                 3.1886,                  2.026,              0.0015919,              0.0015919,              0.0015919
                     45,                0.91227,                 2.5214,                 1.2513,                0.01333,                      1,                0.32254,                0.20092,                 1.5088,                 3.1886,                  2.026,              0.0016249,              0.0016249,              0.0016249
                     46,                0.93598,                 1.9364,                 1.1832,                0.01333,                      1,                0.11131,                0.05135,                 1.5616,                 3.2644,                 2.0102,              0.0016578,              0.0016578,              0.0016578
                     47,                  1.029,                  2.021,                 1.2548,                0.01333,                      1,                0.11131,                0.05135,                 1.5616,                 3.2644,                 2.0102,              0.0016906,              0.0016906,              0.0016906
                     48,                 1.0503,                 2.0302,                 1.3222,                0.01333,                      1,                0.11131,                0.05135,                 1.5616,                 3.2644,                 2.0102,              0.0017232,              0.0017232,              0.0017232
                     49,                 0.9465,                  1.869,                 1.2818,                0.01333,                      1,                0.11131,                0.05135,                 1.5616,                 3.2644,                 2.0102,              0.0017556,              0.0017556,              0.0017556
                     50,                 1.2681,                 2.1638,                 1.5253,                0.30474,                0.21961,                0.24875,                0.12121,                 1.2542,                 2.9738,                 1.7193,              0.0017879,              0.0017879,              0.0017879
                     51,                 1.0864,                 1.7406,                 1.1416,                0.30474,                0.21961,                0.24875,                0.12121,                 1.2542,                 2.9738,                 1.7193,               0.001802,               0.001802,               0.001802
                     52,                0.98423,                 1.7979,                 1.2217,                0.30474,                0.21961,                0.24875,                0.12121,                 1.2542,                 2.9738,                 1.7193,               0.001798,               0.001798,               0.001798
                     53,                  1.175,                 1.8756,                 1.3278,                0.30474,                0.21961,                0.24875,                0.12121,                 1.2542,                 2.9738,                 1.7193,              0.0017941,              0.0017941,              0.0017941
                     54,                 1.0767,                 1.8413,                 1.2219,                0.64214,                    0.5,                0.57994,                 0.2798,                 1.4399,                 2.8595,                 1.8983,              0.0017901,              0.0017901,              0.0017901
                     55,                 1.0782,                 1.9107,                 1.3135,                0.64214,                    0.5,                0.57994,                 0.2798,                 1.4399,                 2.8595,                 1.8983,              0.0017862,              0.0017862,              0.0017862
                     56,                0.93191,                 1.6663,                 1.1692,                0.64214,                    0.5,                0.57994,                 0.2798,                 1.4399,                 2.8595,                 1.8983,              0.0017822,              0.0017822,              0.0017822
                     57,                0.98947,                 1.6931,                  1.268,                0.64214,                    0.5,                0.57994,                 0.2798,                 1.4399,                 2.8595,                 1.8983,              0.0017782,              0.0017782,              0.0017782
                     58,                 1.0252,                  1.683,                 1.2119,                0.58348,                 0.5837,                0.71084,                 0.4414,                 1.1547,                 2.3866,                 1.5383,              0.0017743,              0.0017743,              0.0017743
                     59,                0.98765,                 1.5297,                 1.2127,                0.58348,                 0.5837,                0.71084,                 0.4414,                 1.1547,                 2.3866,                 1.5383,              0.0017703,              0.0017703,              0.0017703
                     60,                 1.0126,                 1.5796,                 1.1757,                0.58348,                 0.5837,                0.71084,                 0.4414,                 1.1547,                 2.3866,                 1.5383,              0.0017664,              0.0017664,              0.0017664
                     61,                 1.1026,                 1.6924,                 1.3513,                0.58348,                 0.5837,                0.71084,                 0.4414,                 1.1547,                 2.3866,                 1.5383,              0.0017624,              0.0017624,              0.0017624
                     62,                0.96984,                 1.6123,                 1.2059,                0.72539,                0.77086,                0.74573,                0.48464,                 1.1082,                 2.0339,                 1.5353,              0.0017584,              0.0017584,              0.0017584
                     63,                 1.0301,                 1.5952,                  1.255,                0.72539,                0.77086,                0.74573,                0.48464,                 1.1082,                 2.0339,                 1.5353,              0.0017545,              0.0017545,              0.0017545
                     64,                0.96134,                 2.2513,                 1.2482,                0.72539,                0.77086,                0.74573,                0.48464,                 1.1082,                 2.0339,                 1.5353,              0.0017505,              0.0017505,              0.0017505
                     65,                 1.0023,                 1.9853,                 1.3015,                0.72539,                0.77086,                0.74573,                0.48464,                 1.1082,                 2.0339,                 1.5353,              0.0017466,              0.0017466,              0.0017466
                     66,                0.99735,                   1.44,                 1.2189,                  0.656,                0.70833,                0.71196,                0.48562,                 1.1111,                 2.0177,                 1.5395,              0.0017426,              0.0017426,              0.0017426
                     67,                 0.9081,                 1.5419,                 1.0945,                  0.656,                0.70833,                0.71196,                0.48562,                 1.1111,                 2.0177,                 1.5395,              0.0017386,              0.0017386,              0.0017386
                     68,                0.93202,                 1.5076,                 1.1341,                  0.656,                0.70833,                0.71196,                0.48562,                 1.1111,                 2.0177,                 1.5395,              0.0017347,              0.0017347,              0.0017347
                     69,                 0.9862,                 1.6964,                 1.2298,                  0.656,                0.70833,                0.71196,                0.48562,                 1.1111,                 2.0177,                 1.5395,              0.0017307,              0.0017307,              0.0017307
                     70,                 0.8647,                 1.3888,                 1.0879,                0.77056,                0.70833,                0.69431,                 0.3895,                 1.2585,                 2.0001,                 1.7375,              0.0017268,              0.0017268,              0.0017268
                     71,                0.89029,                  1.475,                 1.1572,                0.77056,                0.70833,                0.69431,                 0.3895,                 1.2585,                 2.0001,                 1.7375,              0.0017228,              0.0017228,              0.0017228
                     72,                 1.0118,                 1.5146,                 1.2065,                0.77056,                0.70833,                0.69431,                 0.3895,                 1.2585,                 2.0001,                 1.7375,              0.0017188,              0.0017188,              0.0017188
                     73,                 0.8527,                 1.3164,                 1.1058,                0.77056,                0.70833,                0.69431,                 0.3895,                 1.2585,                 2.0001,                 1.7375,              0.0017149,              0.0017149,              0.0017149
                     74,                 0.9696,                 1.8474,                 1.2588,                0.73125,                0.66667,                0.67711,                0.37395,                 1.4286,                 1.8297,                   1.94,              0.0017109,              0.0017109,              0.0017109
                     75,                0.92013,                 1.4701,                 1.2275,                0.73125,                0.66667,                0.67711,                0.37395,                 1.4286,                 1.8297,                   1.94,               0.001707,               0.001707,               0.001707
                     76,                0.89592,                 1.5151,                 1.1312,                0.73125,                0.66667,                0.67711,                0.37395,                 1.4286,                 1.8297,                   1.94,               0.001703,               0.001703,               0.001703
                     77,                0.89348,                 1.4487,                 1.1736,                0.73125,                0.66667,                0.67711,                0.37395,                 1.4286,                 1.8297,                   1.94,               0.001699,               0.001699,               0.001699
                     78,                0.87724,                 1.4052,                 1.1913,                0.70403,                 0.6942,                 0.7646,                0.48539,                 1.3301,                 1.6849,                  1.797,              0.0016951,              0.0016951,              0.0016951
                     79,                0.93698,                 1.4372,                 1.2014,                0.70403,                 0.6942,                 0.7646,                0.48539,                 1.3301,                 1.6849,                  1.797,              0.0016911,              0.0016911,              0.0016911
                     80,                0.76179,                 1.4117,                 1.1461,                0.70403,                 0.6942,                 0.7646,                0.48539,                 1.3301,                 1.6849,                  1.797,              0.0016872,              0.0016872,              0.0016872
                     81,                0.81754,                  1.209,                 1.0703,                0.70403,                 0.6942,                 0.7646,                0.48539,                 1.3301,                 1.6849,                  1.797,              0.0016832,              0.0016832,              0.0016832
                     82,                  1.026,                 1.5475,                 1.3102,                0.67475,                0.70833,                0.75003,                0.46918,                 1.2899,                 1.6515,                 1.8101,              0.0016792,              0.0016792,              0.0016792
                     83,                0.92246,                 1.5625,                 1.2051,                0.67475,                0.70833,                0.75003,                0.46918,                 1.2899,                 1.6515,                 1.8101,              0.0016753,              0.0016753,              0.0016753
                     84,                0.95402,                 1.5707,                 1.2309,                0.67475,                0.70833,                0.75003,                0.46918,                 1.2899,                 1.6515,                 1.8101,              0.0016713,              0.0016713,              0.0016713
                     85,                0.92023,                 1.3912,                 1.2095,                0.67475,                0.70833,                0.75003,                0.46918,                 1.2899,                 1.6515,                 1.8101,              0.0016674,              0.0016674,              0.0016674
                     86,                0.93268,                 1.6618,                 1.2944,                0.72129,                0.79167,                0.77548,                0.49238,                 1.1588,                 1.4963,                 1.5722,              0.0016634,              0.0016634,              0.0016634
                     87,                 1.0335,                 1.5564,                 1.2906,                0.72129,                0.79167,                0.77548,                0.49238,                 1.1588,                 1.4963,                 1.5722,              0.0016594,              0.0016594,              0.0016594
                     88,                0.94415,                 1.2518,                 1.1557,                0.72129,                0.79167,                0.77548,                0.49238,                 1.1588,                 1.4963,                 1.5722,              0.0016555,              0.0016555,              0.0016555
                     89,                0.84544,                 1.3898,                 1.1296,                0.72129,                0.79167,                0.77548,                0.49238,                 1.1588,                 1.4963,                 1.5722,              0.0016515,              0.0016515,              0.0016515
                     90,                0.84913,                  1.431,                 1.1017,                0.71203,                  0.875,                0.84823,                0.50704,                 1.3197,                 1.5125,                 1.7062,              0.0016476,              0.0016476,              0.0016476
                     91,                 0.9149,                 1.3726,                 1.2045,                0.71203,                  0.875,                0.84823,                0.50704,                 1.3197,                 1.5125,                 1.7062,              0.0016436,              0.0016436,              0.0016436
                     92,                0.95885,                 1.3204,                  1.194,                0.71203,                  0.875,                0.84823,                0.50704,                 1.3197,                 1.5125,                 1.7062,              0.0016396,              0.0016396,              0.0016396
                     93,                0.87416,                 1.3291,                 1.1687,                0.71203,                  0.875,                0.84823,                0.50704,                 1.3197,                 1.5125,                 1.7062,              0.0016357,              0.0016357,              0.0016357
                     94,                0.92673,                 1.3089,                 1.1272,                0.61037,                0.78348,                0.70471,                0.44692,                 1.3377,                 1.5692,                 1.7114,              0.0016317,              0.0016317,              0.0016317
                     95,                0.90828,                 1.1912,                 1.1253,                0.61037,                0.78348,                0.70471,                0.44692,                 1.3377,                 1.5692,                 1.7114,              0.0016278,              0.0016278,              0.0016278
                     96,                0.79981,                 1.1506,                 1.0704,                0.61037,                0.78348,                0.70471,                0.44692,                 1.3377,                 1.5692,                 1.7114,              0.0016238,              0.0016238,              0.0016238
                     97,                 1.0352,                 1.4435,                  1.271,                0.61037,                0.78348,                0.70471,                0.44692,                 1.3377,                 1.5692,                 1.7114,              0.0016198,              0.0016198,              0.0016198
                     98,                0.88155,                  1.216,                 1.1091,                0.56708,                   0.75,                0.65892,                0.42041,                 1.2521,                 1.6605,                 1.6466,              0.0016159,              0.0016159,              0.0016159
                     99,                0.89414,                 1.4073,                 1.1837,                0.56708,                   0.75,                0.65892,                0.42041,                 1.2521,                 1.6605,                 1.6466,              0.0016119,              0.0016119,              0.0016119
                    100,                0.79127,                 1.0699,                 1.0818,                0.56708,                   0.75,                0.65892,                0.42041,                 1.2521,                 1.6605,                 1.6466,               0.001608,               0.001608,               0.001608
                    101,                0.85341,                 1.3622,                 1.1383,                0.56708,                   0.75,                0.65892,                0.42041,                 1.2521,                 1.6605,                 1.6466,               0.001604,               0.001604,               0.001604
                    102,                0.84544,                 1.2205,                 1.0451,                0.61638,                0.70833,                0.63487,                0.36927,                 1.4396,                  1.769,                 1.8181,                 0.0016,                 0.0016,                 0.0016
                    103,                0.82352,                 1.2284,                 1.1221,                0.61638,                0.70833,                0.63487,                0.36927,                 1.4396,                  1.769,                 1.8181,              0.0015961,              0.0015961,              0.0015961
                    104,                0.79091,                 1.1893,                 1.0842,                0.61638,                0.70833,                0.63487,                0.36927,                 1.4396,                  1.769,                 1.8181,              0.0015921,              0.0015921,              0.0015921
                    105,                0.75839,                 1.2324,                 1.0726,                0.61638,                0.70833,                0.63487,                0.36927,                 1.4396,                  1.769,                 1.8181,              0.0015882,              0.0015882,              0.0015882
                    106,                0.77288,                 1.0937,                 1.0615,                0.61537,                0.83333,                0.68614,                0.41409,                 1.2964,                 1.6608,                 1.6812,              0.0015842,              0.0015842,              0.0015842
                    107,                0.82952,                 1.1684,                 1.0844,                0.61537,                0.83333,                0.68614,                0.41409,                 1.2964,                 1.6608,                 1.6812,              0.0015802,              0.0015802,              0.0015802
                    108,                 1.0487,                 1.6499,                 1.3264,                0.61537,                0.83333,                0.68614,                0.41409,                 1.2964,                 1.6608,                 1.6812,              0.0015763,              0.0015763,              0.0015763
                    109,                0.90553,                 1.1295,                 1.1219,                0.61537,                0.83333,                0.68614,                0.41409,                 1.2964,                 1.6608,                 1.6812,              0.0015723,              0.0015723,              0.0015723
                    110,                 1.0262,                 1.2241,                  1.196,                 0.6863,                0.79167,                0.78691,                0.48412,                 1.2376,                 1.4536,                 1.6488,              0.0015684,              0.0015684,              0.0015684
                    111,                0.86539,                 1.1282,                 1.0846,                 0.6863,                0.79167,                0.78691,                0.48412,                 1.2376,                 1.4536,                 1.6488,              0.0015644,              0.0015644,              0.0015644
                    112,                0.83129,                 1.1527,                 1.0707,                 0.6863,                0.79167,                0.78691,                0.48412,                 1.2376,                 1.4536,                 1.6488,              0.0015604,              0.0015604,              0.0015604
                    113,                0.80626,                 1.1135,                 1.1273,                 0.6863,                0.79167,                0.78691,                0.48412,                 1.2376,                 1.4536,                 1.6488,              0.0015565,              0.0015565,              0.0015565
                    114,                0.81581,                 1.2411,                 1.1138,                0.81232,                   0.75,                0.87362,                0.54326,                  1.239,                 1.3482,                 1.7845,              0.0015525,              0.0015525,              0.0015525
                    115,                0.88863,                 1.2764,                 1.1794,                0.81232,                   0.75,                0.87362,                0.54326,                  1.239,                 1.3482,                 1.7845,              0.0015486,              0.0015486,              0.0015486
                    116,                0.88224,                 1.1837,                 1.1341,                0.81232,                   0.75,                0.87362,                0.54326,                  1.239,                 1.3482,                 1.7845,              0.0015446,              0.0015446,              0.0015446
                    117,                0.82693,                 1.0546,                 1.0912,                0.81232,                   0.75,                0.87362,                0.54326,                  1.239,                 1.3482,                 1.7845,              0.0015406,              0.0015406,              0.0015406
                    118,                0.74968,                0.99381,                 1.0331,                 0.7573,                0.78042,                0.83388,                0.45497,                 1.3853,                 1.6587,                 1.8232,              0.0015367,              0.0015367,              0.0015367
                    119,                 0.7844,                 1.1611,                 1.0937,                 0.7573,                0.78042,                0.83388,                0.45497,                 1.3853,                 1.6587,                 1.8232,              0.0015327,              0.0015327,              0.0015327
                    120,                0.85297,                 1.2453,                 1.1276,                 0.7573,                0.78042,                0.83388,                0.45497,                 1.3853,                 1.6587,                 1.8232,              0.0015288,              0.0015288,              0.0015288
                    121,                0.86025,                 1.0474,                 1.1037,                 0.7573,                0.78042,                0.83388,                0.45497,                 1.3853,                 1.6587,                 1.8232,              0.0015248,              0.0015248,              0.0015248
                    122,                0.77829,                   1.08,                 1.0886,                0.75347,                0.79167,                0.83429,                0.52791,                 1.3134,                 1.7671,                  1.718,              0.0015208,              0.0015208,              0.0015208
                    123,                0.88362,                 1.2005,                 1.1586,                0.75347,                0.79167,                0.83429,                0.52791,                 1.3134,                 1.7671,                  1.718,              0.0015169,              0.0015169,              0.0015169
                    124,                0.77874,                 1.0427,                 1.0296,                0.75347,                0.79167,                0.83429,                0.52791,                 1.3134,                 1.7671,                  1.718,              0.0015129,              0.0015129,              0.0015129
                    125,                 1.0136,                 1.3821,                 1.2968,                0.75347,                0.79167,                0.83429,                0.52791,                 1.3134,                 1.7671,                  1.718,               0.001509,               0.001509,               0.001509
                    126,                0.74765,                 1.1631,                  1.044,                0.78652,                0.76799,                0.84738,                0.56572,                 1.1791,                 1.5201,                 1.6188,               0.001505,               0.001505,               0.001505
                    127,                0.94963,                  1.163,                 1.2772,                0.78652,                0.76799,                0.84738,                0.56572,                 1.1791,                 1.5201,                 1.6188,               0.001501,               0.001501,               0.001501
                    128,                0.95532,                 1.3857,                 1.3363,                0.78652,                0.76799,                0.84738,                0.56572,                 1.1791,                 1.5201,                 1.6188,              0.0014971,              0.0014971,              0.0014971
                    129,                 0.9453,                 1.5374,                 1.1651,                0.78652,                0.76799,                0.84738,                0.56572,                 1.1791,                 1.5201,                 1.6188,              0.0014931,              0.0014931,              0.0014931
                    130,                0.80227,                 1.1821,                 1.1045,                0.82258,                0.66667,                0.81618,                0.57191,                 1.1733,                 1.3678,                 1.5949,              0.0014892,              0.0014892,              0.0014892
                    131,                0.91871,                 1.1189,                 1.1084,                0.82258,                0.66667,                0.81618,                0.57191,                 1.1733,                 1.3678,                 1.5949,              0.0014852,              0.0014852,              0.0014852
                    132,                0.92596,                 1.0712,                 1.1623,                0.82258,                0.66667,                0.81618,                0.57191,                 1.1733,                 1.3678,                 1.5949,              0.0014812,              0.0014812,              0.0014812
                    133,                0.86542,                 1.1804,                 1.1258,                0.82258,                0.66667,                0.81618,                0.57191,                 1.1733,                 1.3678,                 1.5949,              0.0014773,              0.0014773,              0.0014773
                    134,                0.82391,                 1.0992,                 1.1267,                 0.7497,                0.66667,                 0.7505,                0.49184,                 1.2042,                  1.416,                 1.6134,              0.0014733,              0.0014733,              0.0014733
                    135,                0.80542,                 1.0657,                 1.1252,                 0.7497,                0.66667,                 0.7505,                0.49184,                 1.2042,                  1.416,                 1.6134,              0.0014694,              0.0014694,              0.0014694
                    136,                0.81712,                 1.1587,                 1.1564,                 0.7497,                0.66667,                 0.7505,                0.49184,                 1.2042,                  1.416,                 1.6134,              0.0014654,              0.0014654,              0.0014654
                    137,                 0.8887,                 1.1209,                 1.1083,                 0.7497,                0.66667,                 0.7505,                0.49184,                 1.2042,                  1.416,                 1.6134,              0.0014614,              0.0014614,              0.0014614
                    138,                 0.7737,                 1.1118,                 1.1166,                0.63729,                0.83333,                0.71366,                 0.4356,                 1.2963,                 1.4742,                 1.6637,              0.0014575,              0.0014575,              0.0014575
                    139,                0.87702,                 1.0439,                 1.0554,                0.63729,                0.83333,                0.71366,                 0.4356,                 1.2963,                 1.4742,                 1.6637,              0.0014535,              0.0014535,              0.0014535
                    140,                0.79302,                 1.1059,                   1.14,                0.63729,                0.83333,                0.71366,                 0.4356,                 1.2963,                 1.4742,                 1.6637,              0.0014496,              0.0014496,              0.0014496
                    141,                0.84497,                 1.1905,                  1.134,                0.63729,                0.83333,                0.71366,                 0.4356,                 1.2963,                 1.4742,                 1.6637,              0.0014456,              0.0014456,              0.0014456
                    142,                0.81931,                 1.0443,                 1.0906,                0.68306,                0.83333,                 0.7607,                0.47426,                 1.3312,                 1.4489,                 1.6945,              0.0014416,              0.0014416,              0.0014416
                    143,                0.71782,                 1.0346,                  1.032,                0.68306,                0.83333,                 0.7607,                0.47426,                 1.3312,                 1.4489,                 1.6945,              0.0014377,              0.0014377,              0.0014377
                    144,                0.68989,                 1.0415,                0.98708,                0.68306,                0.83333,                 0.7607,                0.47426,                 1.3312,                 1.4489,                 1.6945,              0.0014337,              0.0014337,              0.0014337
                    145,                0.68264,                 1.0043,                 1.0331,                0.68306,                0.83333,                 0.7607,                0.47426,                 1.3312,                 1.4489,                 1.6945,              0.0014298,              0.0014298,              0.0014298
                    146,                0.88781,                 1.1408,                 1.1943,                0.80718,                0.69807,                0.80698,                0.51531,                 1.3494,                 1.4155,                 1.7426,              0.0014258,              0.0014258,              0.0014258
                    147,                 0.7894,                0.97884,                 1.0739,                0.80718,                0.69807,                0.80698,                0.51531,                 1.3494,                 1.4155,                 1.7426,              0.0014218,              0.0014218,              0.0014218
                    148,                0.62142,                 1.0528,                 1.0405,                0.80718,                0.69807,                0.80698,                0.51531,                 1.3494,                 1.4155,                 1.7426,              0.0014179,              0.0014179,              0.0014179
                    149,                0.73049,                0.96249,                 1.0123,                0.80718,                0.69807,                0.80698,                0.51531,                 1.3494,                 1.4155,                 1.7426,              0.0014139,              0.0014139,              0.0014139
                    150,                0.68567,                  1.034,                 1.0342,                0.71079,                0.83333,                0.81652,                0.41982,                 1.5361,                 1.3745,                 2.0346,                0.00141,                0.00141,                0.00141
                    151,                 0.7406,                0.89184,                 1.0298,                0.71079,                0.83333,                0.81652,                0.41982,                 1.5361,                 1.3745,                 2.0346,               0.001406,               0.001406,               0.001406
                    152,                0.73088,                0.96242,                 1.0023,                0.71079,                0.83333,                0.81652,                0.41982,                 1.5361,                 1.3745,                 2.0346,               0.001402,               0.001402,               0.001402
                    153,                0.76618,                0.90835,                 1.0545,                0.71079,                0.83333,                0.81652,                0.41982,                 1.5361,                 1.3745,                 2.0346,              0.0013981,              0.0013981,              0.0013981
